FIPS,Population,< 18,65 and over,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Non-hispanic white,# not proficient in English,% not proficient in English,Female,Rural,% diabetic,95% CI - Low,95% CI - High,HIV Cases,HIV Rate,Total deaths,Age-adjusted Mortality,95% CI - Low,95% CI - high,Total deaths,Mortality rate,95% CI - Low,95% CI - High,Total deaths,Mortality rate,95% CI - Low,95% CI - High,# MPH,MPH Rate,MPH Ratio,Costs,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,Sample Size,% Couldn’t Access,Household Income,95% CI - Low,95% CI - High,# high housing costs,Households,% high housing costs,% Free Lunch,Homicide Rate,95% CI - Low,95% CI - High,# Drive Alone,Workers,% Drive Alone,% park access,,
48445,12675,26.1,14.3,4.5,1.0,0.5,0.0,50.1,44,768,6.7,46.9,24.7,10,8,13,5,52,164,419.0,354.3,483.8,12,92.9,48.0,162.3,null,null,null,null,null,null,,12528,2371,37,33,40,582,17,13,21,null,null,31984,29521,34447,997,3940,25,63,null,null,null,3871,4794,81,17,:null,
48447,1609,22.2,23.7,0.8,0.9,0.4,0.0,9.8,88,44,2.6,51.2,100.0,11,8,15,null,null,27,430.8,270.0,652.2,null,null,null,null,null,null,null,null,null,null,,12179,334,38,35,42,102,26,20,32,null,null,39860,35256,44464,112,795,14,50,null,null,null,618,705,88,null,:null,
48449,32596,30.6,11.7,9.3,2.2,0.8,0.2,40.6,48,3499,12.2,50.6,50.6,9,7,12,22,97,344,388.9,347.5,430.2,20,52.2,31.9,80.6,14,451.3,246.7,757.2,1,0,32464:1,11885,7376,40,36,43,1836,18,14,22,null,null,38221,34193,42249,2737,10717,26,68,7,4,11,10514,12849,82,24,:null,
48451,111823,23.5,13.9,4.0,1.1,1.2,0.1,36.3,57,3774,3.7,50.9,15.6,10,7,13,82,93,1317,404.7,382.5,426.9,55,53.4,40.3,69.5,45,592.9,432.5,793.3,31,0,3569:1,9558,18902,29,27,31,3635,13,11,16,282,17,41626,37508,45744,11458,41468,28,45,4,3,5,40203,51696,78,14,:null,
48453,1063130,23.9,7.5,8.1,1.4,6.0,0.1,33.9,50,82828,8.9,49.5,5.5,7,6,8,3578,428,6737,276.2,269.3,283.0,512,53.9,49.3,58.6,449,588.4,534.0,642.8,672,0,1533:1,10080,183223,27,25,28,32605,13,11,15,4626,16,53303,51195,55411,153327,399679,38,49,3,3,4,380645,524584,73,36,:null,
48455,14659,21.2,22.7,9.6,0.8,0.4,0.0,9.1,79,221,1.6,51.3,77.2,13,10,17,23,196,318,503.5,443.3,563.6,null,null,null,null,null,null,null,null,1,0,14619:1,12338,2569,31,28,34,556,18,13,22,76,12,32745,28942,36548,1208,4893,25,47,null,null,null,3880,4695,83,null,:null,
48457,21666,20.1,19.2,11.0,0.7,0.3,0.0,7.4,80,60,0.3,46.2,78.1,11,9,15,25,141,345,445.0,396.1,493.9,null,null,null,null,null,null,null,null,1,0,21748:1,11643,3240,28,25,31,658,15,11,18,null,null,36384,32796,39972,1658,8238,20,48,null,null,null,5260,6728,78,4,:null,
48459,39826,24.8,15.8,9.0,0.9,0.5,0.0,7.4,81,449,1.2,50.5,79.3,12,9,15,36,115,604,459.2,421.5,496.9,22,56.6,35.5,85.7,10,422.1,202.4,776.3,3,0,13129:1,11724,6970,30,27,33,1537,15,12,19,null,null,44434,39792,49076,2748,14793,19,40,6,3,9,12939,16180,80,null,:null,
48461,3346,26.8,15.1,1.6,2.7,0.3,0.0,50.4,46,203,6.7,49.6,100.0,10,7,13,null,null,41,390.7,279.2,532.1,null,null,null,null,null,null,null,null,1,0,3364:1,11374,681,36,32,39,226,24,19,28,null,null,47854,42241,53467,150,1203,12,25,null,null,null,1124,1419,79,48,:null,
48463,26535,28.5,15.0,0.6,1.1,0.7,0.1,69.7,29,1676,6.9,50.9,31.4,10,7,14,10,46,279,343.4,302.6,384.3,12,39.0,20.2,68.2,null,null,null,null,1,0,26468:1,10101,5428,37,34,40,1117,14,11,17,65,11,32749,29310,36188,2473,8689,28,67,5,3,10,7285,9697,75,29,:null,
48465,49106,29.5,12.7,1.3,0.7,0.6,0.1,80.1,17,7585,17.1,49.7,10.2,10,8,12,12,33,449,326.1,295.7,356.5,28,48.3,32.1,69.8,17,419.8,244.5,672.1,3,0,16347:1,9526,10568,40,36,43,2378,16,12,19,1493,29,38574,35156,41992,4305,14909,29,62,4,2,6,15383,19946,77,19,:null,
48467,52776,23.9,18.2,3.0,1.0,0.4,0.1,10.0,85,625,1.3,50.9,75.0,11,9,14,24,56,886,466.5,434.5,498.4,33,64.6,44.5,90.7,24,726.8,465.7,1081.5,2,0,26330:1,11036,9750,32,29,35,2359,18,14,22,199,20,41452,37631,45273,5117,19292,27,45,6,4,9,16502,20867,79,null,:null,
48469,87545,26.5,13.6,6.0,0.9,1.2,0.1,44.5,47,2331,2.9,51.2,26.6,10,8,13,86,123,988,370.6,347.1,394.1,52,56.0,41.8,73.4,42,626.8,451.7,847.2,14,0,6203:1,10904,15399,30,28,32,3138,13,10,16,null,null,45687,41375,49999,8921,32004,28,57,6,4,8,30714,38729,79,14,:null,
48471,68087,16.3,10.6,22.2,0.8,1.0,0.1,17.5,58,1248,2.0,41.2,45.6,9,7,11,2294,4043,760,398.2,369.6,426.9,31,70.2,47.7,99.7,19,581.6,350.1,908.2,21,0,3242:1,11285,10016,30,26,33,1881,16,12,20,null,null,38138,34058,42218,7011,20077,35,31,5,3,7,18095,21689,83,15,:null,
48473,44013,24.9,10.4,23.4,1.6,0.6,0.1,30.4,44,2275,5.8,50.4,61.6,10,8,13,56,189,446,372.2,337.0,407.3,32,77.9,53.3,110.0,22,664.5,416.4,1006.0,2,0,21732:1,11370,8788,35,32,38,2288,20,16,25,null,null,47180,42104,52256,4534,13653,33,64,8,5,12,14752,18684,79,4,:null,
48475,10716,27.4,14.8,4.4,1.4,0.6,0.1,49.1,45,494,5.0,51.5,27.9,10,7,13,6,72,157,477.9,402.1,553.7,null,null,null,null,null,null,null,null,1,0,10619:1,9667,2009,33,30,36,508,17,13,21,null,null,43871,38549,49193,585,3808,15,45,null,null,null,3388,4185,81,57,:null,
48477,33791,21.9,18.8,17.3,0.4,1.4,0.0,14.2,66,785,2.5,51.0,53.5,11,8,14,23,83,370,322.1,288.1,356.1,14,47.1,25.8,79.1,10,513.1,246.0,943.6,4,0,8438:1,7705,5125,27,25,30,1246,16,13,19,null,null,44897,40083,49711,3480,12613,28,48,null,null,null,11104,14152,78,14,:null,
48479,256496,34.8,8.0,0.3,0.6,0.7,0.0,95.4,4,60699,27.5,51.4,2.6,9,7,11,305,179,1755,313.0,298.1,327.9,201,58.3,50.2,66.3,157,610.1,514.7,705.6,13,0,19348:1,12045,68135,48,46,51,17081,19,15,22,1837,31,35295,32708,37882,26553,65796,40,43,7,6,9,72886,94770,77,8,:null,
48481,41314,26.5,14.7,13.6,0.6,0.5,0.0,38.3,47,1874,4.9,50.9,49.9,11,8,14,51,156,509,397.8,362.7,432.8,22,49.9,31.3,75.5,19,668.3,402.4,1043.6,1,0,41364:1,11215,8106,34,31,37,1921,17,13,21,null,null,41911,37632,46190,3621,14600,25,53,null,null,null,14982,19342,77,7,:null,
48483,5465,25.1,17.9,2.3,1.2,0.4,0.0,25.7,70,254,5.2,50.5,100.0,11,8,15,null,null,72,390.4,300.6,498.5,null,null,null,null,null,null,null,null,null,null,,12494,1047,35,32,38,358,25,20,30,null,null,45848,41037,50659,412,2124,19,40,null,null,null,1724,2373,73,46,:null,
48485,130698,22.9,13.2,10.2,1.3,2.1,0.1,17.2,68,2674,2.2,48.7,10.7,11,10,13,145,138,1830,478.6,456.5,500.7,92,75.2,60.7,92.3,76,848.2,668.3,1061.7,49,0,2686:1,10523,21081,29,26,31,4086,13,10,16,1338,13,42738,40189,45287,13354,48001,28,47,5,4,7,47860,61588,78,37,:null,
48487,13404,25.6,15.6,8.0,1.4,0.9,0.1,27.1,62,425,3.4,50.1,21.9,10,8,14,16,150,186,434.5,370.6,498.4,12,85.2,44.0,148.8,null,null,null,null,12,0,1125:1,10822,2367,31,27,34,437,12,9,15,null,null,35785,31782,39788,1288,5069,25,54,null,null,null,4528,5508,82,null,:null,
48489,22095,26.4,11.9,1.8,0.5,0.8,0.1,87.2,10,2474,12.2,45.6,34.6,9,7,12,43,269,186,311.4,266.4,356.4,14,58.6,32.0,98.3,null,null,null,null,null,null,,13730,4001,38,35,42,859,14,11,17,null,null,28487,25021,31953,1535,5309,29,10,null,null,null,4817,5338,90,13,:null,
48491,442782,28.3,9.3,6.1,0.9,5.1,0.1,23.6,63,12192,3.2,50.8,12.0,7,6,8,323,99,2509,232.4,223.3,241.6,162,35.0,29.6,40.3,134,434.9,361.3,508.6,81,0,5269:1,9918,55785,21,20,23,14034,11,9,13,1726,11,70276,64570,75982,45275,147912,31,28,1,1,2,161247,201211,80,23,:null,
48493,43789,25.8,13.1,1.7,0.9,0.5,0.0,38.5,58,1033,2.6,50.3,85.9,11,8,14,18,53,454,343.1,310.9,375.3,29,64.6,43.3,92.8,12,486.6,251.4,850.0,1,0,43128:1,10002,6990,27,24,29,1704,14,11,17,155,14,56873,50708,63038,3401,15076,23,37,4,2,7,15362,19823,77,null,:null,
48495,7178,29.3,12.1,2.1,1.8,0.5,0.0,54.0,42,805,12.5,49.5,18.1,10,8,14,null,null,99,467.0,378.7,569.7,null,null,null,null,null,null,null,null,null,null,,10310,1338,33,30,36,359,17,13,20,null,null,47674,42134,53214,365,2526,14,21,null,null,null,2097,2741,77,74,:null,
48497,59833,25.9,12.7,1.3,1.0,0.5,0.0,17.9,78,1698,3.1,49.6,72.1,9,7,12,27,56,720,379.1,351.1,407.1,38,61.4,43.4,84.3,18,435.4,258.1,688.1,2,0,29560:1,11439,10872,31,28,33,2760,17,14,21,169,16,55118,49499,60737,4869,19995,24,36,3,1,5,21127,26486,80,1,:null,
48499,42164,20.0,24.9,4.9,1.0,0.5,0.1,8.9,84,798,2.0,50.9,74.2,12,9,15,44,119,788,448.8,414.0,483.5,23,66.5,42.1,99.8,null,null,null,null,1,0,42030:1,10990,7098,31,29,34,1507,17,13,21,211,22,39514,36460,42568,3965,15983,25,48,4,2,7,11646,15424,76,9,:null,
48501,8005,31.8,11.2,0.9,1.8,0.4,0.0,59.4,38,1289,18.2,50.3,37.3,9,7,13,null,null,82,381.2,302.8,473.9,null,null,null,null,null,null,null,null,null,null,,10868,1578,35,32,39,551,22,17,26,null,null,48521,43513,53529,246,2629,9,46,null,null,null,2363,3325,71,29,:null,
48503,18484,24.0,18.8,1.4,1.2,0.5,0.0,17.0,80,436,2.5,50.7,33.6,12,9,15,null,null,322,515.0,456.9,573.0,null,null,null,null,null,null,null,null,2,0,9282:1,12825,3306,31,29,34,764,17,13,20,null,null,40133,35205,45061,1820,7432,24,46,null,null,null,6303,7803,81,16,:null,
48505,14282,34.2,10.4,0.4,0.5,0.3,0.0,92.8,6,3016,24.4,49.7,23.5,9,6,11,7,67,123,329.6,270.1,389.1,22,115.4,72.3,174.7,14,861.0,470.7,1444.6,null,null,,15660,3670,47,44,51,991,20,15,25,null,null,30104,26416,33792,1214,4282,28,71,null,null,null,3729,4698,79,29,:null,
48507,11849,31.4,12.0,0.4,0.7,0.2,0.1,93.2,6,1581,14.9,50.4,38.0,9,6,12,10,110,121,380.2,311.4,448.9,11,73.1,36.5,130.8,null,null,null,null,null,null,,11172,2298,37,34,41,459,12,9,15,null,null,22982,20344,25620,1120,3635,31,73,null,null,null,2597,3858,67,49,:null,
49001,6594,33.3,12.8,0.3,1.6,1.1,0.3,11.0,86,76,1.3,48.3,56.5,8,6,11,null,null,75,392.9,308.0,494.1,null,null,null,null,null,null,null,null,1,0,6650:1,7439,865,24,21,28,348,15,11,19,88,9,44126,39004,49248,679,2061,33,32,null,null,null,2121,2568,83,null,:null,
49003,50290,33.6,11.3,0.3,1.1,1.0,0.2,8.5,88,398,0.9,49.5,31.1,8,6,10,17,45,365,281.3,252.2,310.4,36,54.1,37.9,74.9,33,677.3,466.2,951.2,4,0,12543:1,8025,4950,18,16,20,1809,10,8,13,874,14,51558,47202,55914,3749,15891,24,31,null,null,null,15654,21098,74,50,:null,
49005,114699,30.9,7.9,0.6,0.9,2.2,0.5,10.0,85,2077,2.1,50.4,15.7,5,4,7,35,40,493,206.3,187.5,225.2,68,50.2,38.9,63.6,45,392.9,286.6,525.8,41,0,2764:1,8084,12656,19,17,22,3729,10,8,12,1768,12,47589,44062,51116,11231,34599,32,27,null,null,null,37552,51735,73,52,:null,
49007,21318,26.7,13.6,0.4,1.4,0.7,0.2,12.4,84,174,0.9,50.4,33.7,9,7,11,null,null,269,423.5,371.6,475.4,14,63.1,34.5,105.9,null,null,null,null,7,0,3063:1,8158,2045,17,14,19,515,9,6,11,1132,17,47585,42863,52307,1807,7897,23,44,null,null,null,6705,8651,78,25,:null,
49009,1156,24.1,18.7,0.3,1.2,0.4,0.1,3.5,94,4,0.5,44.5,100.0,9,6,11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,5756,110,20,17,23,38,14,10,18,null,null,48751,42724,54778,93,373,25,19,null,null,null,280,344,81,25,:null,
49011,311811,34.1,8.4,1.1,0.7,1.9,0.7,8.6,86,2374,0.9,49.8,0.9,6,5,7,110,49,1799,251.9,240.0,263.8,208,50.8,43.9,57.7,161,534.5,452.0,617.1,51,0,6035:1,8631,24535,14,12,16,8661,8,6,10,4337,10,68974,65475,72473,26622,92652,29,19,1,1,2,108038,137168,79,67,:null,
49013,18888,33.7,11.0,0.3,4.8,0.4,0.3,6.4,87,147,0.9,49.2,68.2,9,7,11,null,null,201,410.3,352.8,467.8,17,70.4,41.0,112.7,12,603.3,311.7,1053.9,null,null,,7000,2273,22,19,25,840,13,10,16,946,14,54973,50791,59155,1515,6691,23,34,null,null,null,5881,7253,81,null,:null,
49015,10944,31.5,12.4,0.3,1.0,0.4,0.1,6.2,92,122,1.2,49.2,73.6,8,6,10,null,null,122,358.8,294.4,423.3,null,null,null,null,null,null,null,null,1,0,10990:1,9028,1126,18,16,21,410,11,8,14,569,16,48745,45229,52261,614,3716,17,36,null,null,null,3401,4469,76,25,:null,
49017,5144,26.7,16.2,0.4,1.9,1.0,0.2,4.9,91,3,0.1,48.1,100.0,9,6,11,null,null,42,235.0,166.3,322.6,null,null,null,null,null,null,null,null,null,null,,8653,603,21,18,24,199,14,10,18,75,12,40762,35956,45568,505,2144,24,41,null,null,null,1692,2486,68,18,:null,
49019,9325,23.0,13.9,0.4,4.4,0.9,0.1,9.4,84,235,2.8,49.9,25.4,6,5,8,null,null,123,406.7,333.0,480.3,null,null,null,null,null,null,null,null,2,0,4651:1,6448,1575,27,23,30,295,13,10,17,485,15,41410,36397,46423,1068,3653,29,39,null,null,null,3060,4274,72,50,:null,
49021,46740,29.4,10.2,0.6,2.4,1.1,0.4,8.1,86,546,1.3,50.3,22.6,7,5,8,13,37,366,320.9,287.4,354.5,35,64.0,44.6,89.1,24,528.8,338.8,786.7,8,0,5786:1,8514,7630,28,25,32,1807,13,10,15,566,13,41094,36639,45549,5877,15313,38,40,null,null,null,13512,18477,73,null,:null,
49023,10335,36.7,10.3,0.3,1.0,0.3,0.2,4.0,93,32,0.4,48.9,43.5,7,6,9,null,null,111,434.5,352.7,516.4,10,66.1,31.7,121.6,null,null,null,null,null,null,,9318,1039,20,17,22,537,14,10,17,310,15,51762,46814,56710,779,3092,25,30,null,null,null,3131,4279,73,13,:null,
49025,7257,23.3,20.1,0.3,1.5,0.4,0.1,3.8,93,2,0.0,50.7,54.9,10,7,13,null,null,84,293.6,230.1,369.1,null,null,null,null,null,null,null,null,1,0,7153:1,8597,791,20,17,23,226,13,9,16,136,14,42515,37433,47597,809,3213,25,31,null,null,null,2435,3381,72,36,:null,
49027,12645,32.1,14.6,0.1,1.8,0.8,0.1,13.0,84,513,4.6,49.0,73.9,8,6,10,null,null,104,284.4,228.6,340.1,null,null,null,null,null,null,null,null,null,null,,7568,1817,27,24,30,736,18,14,22,490,13,47316,41635,52997,780,4094,19,39,null,null,null,3753,4950,76,1,:null,
49029,9685,34.8,10.9,0.3,0.2,0.5,0.1,2.6,96,29,0.3,49.8,62.8,7,5,9,null,null,54,210.5,157.7,275.4,null,null,null,null,null,null,null,null,1,0,9524:1,7699,719,14,12,16,387,11,8,14,196,15,74509,65350,83668,643,2757,23,12,null,null,null,3371,4091,82,19,:null,
49031,1497,29.0,22.1,0.3,1.5,0.4,0.2,7.7,90,5,0.3,49.2,100.0,10,7,13,null,null,24,445.8,275.9,681.4,null,null,null,null,null,null,null,null,null,null,,8695,204,27,24,31,95,21,15,27,58,11,34079,30643,37515,127,584,22,58,null,null,null,451,585,77,10,:null,
49033,2303,31.4,14.9,0.0,0.7,0.3,0.0,4.6,94,3,0.1,48.5,100.0,8,6,12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,8328,262,22,18,25,141,20,14,25,null,null,50980,44876,57084,110,739,15,56,null,null,null,646,958,67,3,:null,
49035,1048985,29.0,8.9,1.5,1.3,3.5,1.6,17.4,74,41605,4.5,49.7,0.9,7,6,7,1732,215,7656,301.5,294.6,308.4,637,54.2,50.0,58.4,518,576.8,527.1,626.4,538,0,1920:1,8773,134427,21,20,22,34612,11,10,13,16467,14,56166,54417,57915,118579,339035,35,35,3,3,4,378228,494348,77,57,:null,
49037,14825,33.2,11.1,0.4,49.0,0.5,0.1,5.3,44,920,7.0,49.6,77.9,9,7,11,null,null,122,314.5,258.1,371.0,12,60.7,31.4,106.1,null,null,null,null,null,null,,8258,2312,29,25,32,702,13,10,17,420,15,37444,33550,41338,909,4241,21,61,null,null,null,3310,4746,70,19,:null,
49039,27988,29.7,11.8,0.8,1.5,0.7,0.5,9.4,87,586,2.3,47.7,40.9,8,6,10,6,29,232,314.3,273.1,355.5,20,61.2,37.4,94.5,14,709.6,387.9,1190.6,2,0,13945:1,9179,3938,28,24,31,1420,16,12,20,834,14,45231,41359,49103,1948,7716,25,38,null,null,null,7118,10069,71,27,:null,
49041,20971,31.6,14.6,0.2,1.4,0.4,0.2,4.6,92,218,1.2,49.4,64.7,9,7,11,null,null,235,382.2,332.2,432.2,14,52.9,28.9,88.7,15,818.3,458.0,1349.7,2,0,10416:1,8747,2262,20,18,23,781,12,8,15,792,14,43190,39527,46853,1557,6989,22,38,null,null,null,6590,8199,80,21,:null,
49043,37594,27.5,8.0,0.5,0.5,1.4,0.1,11.8,85,1197,3.6,48.5,39.2,4,3,5,23,77,193,190.0,162.4,217.5,16,40.1,22.9,65.1,11,437.7,218.5,783.2,20,0,1826:1,8091,4197,18,16,20,1274,12,9,15,2350,11,85221,77394,93048,4470,13342,34,18,null,null,null,13828,18818,73,8,:null,
49045,59326,35.8,7.6,0.7,1.2,0.8,0.4,11.7,84,799,1.6,49.6,17.7,9,7,10,14,33,458,347.6,315.1,380.1,39,47.7,33.9,65.2,29,489.5,327.9,703.1,6,0,9752:1,9149,5186,16,14,18,2151,10,7,13,2715,13,61719,55366,68072,4885,18019,27,34,null,null,null,16763,24897,67,12,:null,
49047,33163,33.2,9.1,0.4,7.9,0.6,0.3,7.5,82,115,0.4,49.2,46.8,8,7,10,5,22,317,396.2,351.8,440.5,24,57.4,36.8,85.4,15,449.0,251.3,740.5,1,0,32435:1,7322,4510,24,21,27,1567,14,11,17,1557,12,58936,54184,63688,2689,10762,25,36,null,null,null,11134,13670,81,1,:null,
49049,530499,34.8,6.6,0.5,0.8,1.6,0.8,11.0,84,8855,2.0,49.8,3.3,6,5,7,120,30,2459,247.8,237.5,258.0,336,48.7,43.5,53.9,256,447.0,392.2,501.7,168,0,3094:1,9494,54082,18,17,20,19295,10,9,12,5602,14,58077,55180,60974,48762,138804,35,27,1,1,1,155267,214619,72,58,:null,
49051,24417,33.5,8.8,0.3,0.8,0.9,0.2,13.5,84,394,1.9,49.2,26.9,7,5,8,5,31,137,227.2,188.7,265.6,21,69.0,42.7,105.4,15,641.3,358.9,1057.7,5,0,4740:1,7980,3244,24,21,27,1373,17,13,21,2584,13,56379,52012,60746,2572,7265,35,30,null,null,null,8065,10617,76,31,:null,
49053,141666,30.1,17.6,0.5,1.7,0.8,0.8,10.0,85,2867,2.3,50.5,15.2,8,6,9,36,34,1106,270.3,253.6,287.0,88,53.4,42.8,65.8,66,501.9,388.2,638.5,26,0,5327:1,8920,17975,25,23,27,5728,14,11,16,1697,15,46001,43614,48388,16676,46088,36,31,1,1,3,40993,52713,78,42,:null,
49055,2737,29.1,15.9,0.3,1.0,0.7,0.1,4.4,93,120,4.8,49.8,100.0,8,6,11,null,null,25,277.9,178.1,413.5,null,null,null,null,null,null,null,null,1,0,2771:1,6946,371,24,21,28,154,18,13,23,105,10,39593,35065,44121,139,814,17,33,null,null,null,852,1262,68,9,:null,
49057,234420,29.9,10.2,1.2,1.3,1.4,0.3,17.1,78,6659,3.2,49.8,5.8,8,7,9,133,74,1926,328.1,313.2,342.9,158,58.5,49.4,67.6,113,553.6,451.5,655.6,41,0,5663:1,8688,28819,21,19,23,8330,12,9,14,3992,11,52183,49487,54879,23250,78814,29,37,2,2,3,82543,103369,80,69,:null,
50001,36742,19.7,14.3,0.8,0.3,1.5,0.0,1.9,94,208,0.6,50.1,78.4,6,5,7,null,null,307,256.5,226.8,286.2,11,35.2,17.6,63.1,null,null,null,null,40,0,919:1,7214,2867,13,11,15,176,2,1,4,2955,11,54542,51611,57473,5089,14159,36,25,null,null,null,12952,18846,69,2,:null,
50003,36970,20.0,19.4,0.9,0.3,0.7,0.0,1.5,96,129,0.4,51.5,64.5,7,6,9,null,null,457,331.4,299.7,363.0,18,58.2,34.5,92.0,16,942.3,538.6,1530.2,35,0,1059:1,7803,2683,12,10,14,193,3,1,4,2860,10,44701,40654,48748,5905,15512,38,40,null,null,null,13375,18138,74,19,:null,
50005,31166,21.5,15.7,0.6,0.5,0.9,0.0,1.2,96,59,0.2,50.3,74.4,8,7,10,null,null,328,295.4,262.5,328.3,null,null,null,null,null,null,null,null,19,0,1642:1,6629,2675,14,12,16,155,2,0,4,2425,11,42452,40015,44889,4128,12615,33,40,null,null,null,12152,15532,78,5,:null,
50007,157491,19.4,11.7,2.1,0.3,3.0,0.0,1.9,91,1850,1.3,51.2,26.0,5,5,6,null,null,1083,239.8,225.3,254.4,36,28.5,20.0,39.5,25,337.6,218.5,498.4,285,0,550:1,6643,10538,11,9,12,505,2,0,3,10026,7,60865,57281,64449,24788,61989,40,22,2,1,3,60446,84279,72,29,:null,
50009,6291,18.4,19.8,0.3,0.6,0.3,0.0,1.1,96,50,0.8,49.3,100.0,8,6,10,null,null,93,379.6,301.9,471.2,null,null,null,null,null,null,null,null,2,0,3152:1,7244,619,16,13,18,37,3,1,5,626,10,34535,30570,38500,984,2808,35,44,null,null,null,2152,2843,76,2,:null,
50011,48113,24.1,12.4,0.5,1.0,0.5,0.0,1.3,95,231,0.5,50.4,71.7,8,7,9,null,null,436,294.8,266.7,322.9,17,35.4,20.6,56.6,18,600.4,355.8,948.9,11,0,4343:1,7290,3761,13,11,14,255,2,0,4,3192,10,53412,48287,58537,6614,18561,36,31,null,null,null,18641,24494,76,5,:null,
50013,6931,19.5,14.4,0.4,1.0,0.4,0.1,1.3,94,12,0.2,49.9,100.0,7,5,9,null,null,83,311.5,245.4,389.9,null,null,null,null,null,null,null,null,3,0,2321:1,5840,584,13,11,15,43,3,1,5,598,9,56241,50066,62416,1179,3194,37,51,null,null,null,2697,3683,73,8,:null,
50015,24701,21.9,13.7,0.7,0.5,0.6,0.0,1.4,95,54,0.2,50.1,100.0,8,6,9,null,null,241,301.0,262.4,339.6,12,54.9,28.3,95.8,null,null,null,null,17,0,1442:1,6702,2242,15,12,17,152,3,1,4,1818,14,46549,41685,51413,3909,10097,39,32,null,null,null,9750,12706,77,1,:null,
50017,29006,20.4,15.4,0.4,0.3,0.6,0.0,1.1,96,71,0.3,50.1,97.2,8,7,9,null,null,293,284.8,250.9,318.7,13,52.1,27.8,89.1,11,769.8,384.3,1377.3,19,0,1523:1,7222,2389,13,11,15,150,2,1,4,2562,10,50192,45620,54764,3861,11805,33,36,null,null,null,11189,14909,75,4,:null,
50019,27173,20.7,18.3,0.7,0.5,0.4,0.0,1.2,96,89,0.3,49.8,85.3,8,7,10,null,null,343,343.4,305.7,381.0,null,null,null,null,null,null,null,null,9,0,3025:1,6664,2489,15,13,18,161,3,1,5,2169,14,39598,36255,42941,4130,10745,38,44,null,null,null,9238,11952,77,7,:null,
50021,61289,18.8,17.2,0.5,0.3,0.6,0.0,1.2,96,102,0.2,50.6,61.0,8,7,9,null,null,678,303.4,279.6,327.2,24,48.6,31.2,72.4,19,682.0,410.6,1065.0,27,0,2280:1,8300,4794,13,11,14,243,2,0,4,4838,10,46542,42279,50805,9782,26108,37,36,2,1,4,23573,30347,78,12,:null,
50023,59626,20.2,14.9,0.7,0.3,0.9,0.0,1.7,95,104,0.2,50.6,52.8,7,6,8,null,null,573,281.8,258.1,305.5,29,58.2,39.0,83.6,22,733.1,459.4,1109.9,74,0,805:1,7065,4245,12,10,13,248,2,0,4,4769,8,54840,50303,59377,8710,24728,35,26,null,null,null,22575,31325,72,12,:null,
50025,44266,19.3,16.8,1.0,0.3,1.1,0.1,1.9,94,155,0.4,50.8,68.2,7,6,8,null,null,528,320.8,292.3,349.4,15,41.4,23.2,68.4,11,529.1,264.1,946.7,55,0,808:1,7961,3512,13,11,15,207,2,1,4,3821,11,46566,42265,50867,7255,19527,37,34,null,null,null,16389,22474,73,10,:null,
50027,56666,19.3,18.4,0.6,0.3,1.0,0.0,1.3,95,270,0.5,51.1,75.6,8,7,9,null,null,598,276.9,253.7,300.2,19,41.2,24.8,64.4,16,604.7,345.6,982.0,59,0,960:1,7289,3901,11,10,13,257,2,1,4,4803,10,49295,44934,53656,9212,24863,37,28,null,null,null,21781,28217,77,12,:null,
51001,33336,21.1,19.4,27.8,0.6,0.6,0.2,9.1,61,1066,3.4,51.2,100.0,12,10,15,121,373,571,446.9,408.6,485.2,23,80.0,50.7,120.0,21,993.4,614.9,1518.5,3,0,11077:1,8730,5454,27,25,30,677,9,7,12,820,13,37714,33801,41627,3767,13757,27,58,9,5,13,10938,14542,75,3,:null,
51003,100553,21.3,14.5,9.8,0.4,4.7,0.1,5.6,78,2140,2.3,52.0,45.0,9,7,12,92,115,724,234.6,217.2,251.9,39,45.9,32.6,62.8,33,592.8,408.0,832.5,156,0,635:1,7945,8812,15,14,17,1626,7,5,9,513,8,63972,58582,69362,12044,37398,32,21,null,null,null,36290,46838,77,12,:null,
51005,16175,20.9,20.6,4.8,0.2,0.3,0.1,1.2,92,51,0.3,51.1,52.4,10,8,14,14,101,305,459.9,405.5,514.4,null,null,null,null,null,null,null,null,1,0,16216:1,null,1756,19,16,21,251,7,5,9,155,13,45108,40409,49807,1606,6935,23,38,null,null,null,5983,6919,86,25,:null,
51007,12805,21.7,16.2,23.4,0.6,0.3,0.1,2.5,72,169,1.4,51.0,100.0,11,8,14,7,64,158,340.9,286.2,395.5,null,null,null,null,null,null,null,null,null,null,,9514,1961,25,22,28,329,11,8,14,148,14,49399,43588,55210,1554,5001,31,40,null,null,null,4184,5445,77,null,:null,
51009,32167,20.8,17.2,18.8,0.9,0.5,0.0,2.0,76,136,0.4,52.3,63.7,12,9,15,38,135,499,426.0,387.5,464.5,18,64.0,37.9,101.1,15,873.1,488.7,1440.1,3,0,10789:1,8344,3944,21,18,23,603,8,6,11,124,8,44494,39794,49194,3143,12693,25,38,null,null,null,12183,14804,82,4,:null,
