FIPS,Population,< 18,65 and over,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Non-hispanic white,# not proficient in English,% not proficient in English,Female,Rural,% diabetic,95% CI - Low,95% CI - High,HIV Cases,HIV Rate,Total deaths,Age-adjusted Mortality,95% CI - Low,95% CI - high,Total deaths,Mortality rate,95% CI - Low,95% CI - High,Total deaths,Mortality rate,95% CI - Low,95% CI - High,# MPH,MPH Rate,MPH Ratio,Costs,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,Sample Size,% Couldn’t Access,Household Income,95% CI - Low,95% CI - High,# high housing costs,Households,% high housing costs,% Free Lunch,Homicide Rate,95% CI - Low,95% CI - High,# Drive Alone,Workers,% Drive Alone,% park access,,
48281,19891,24.4,16.1,3.2,1.2,1.2,0.2,18.2,74,489,2.7,50.7,68.3,10,7,13,null,null,265,381.9,335.0,428.8,13,65.2,34.7,111.4,null,null,null,null,3,0,6575:1,10733,3754,32,29,35,965,19,15,23,null,null,47135,42344,51926,1748,7067,25,45,null,null,null,6529,8450,77,1,:null,
48283,7001,21.9,12.8,0.3,0.7,0.2,0.0,85.7,13,535,8.4,40.7,46.4,9,7,12,7,154,67,346.1,267.1,441.2,null,null,null,null,null,null,null,null,null,null,,12425,1087,36,33,40,218,14,11,18,null,null,29938,26221,33655,481,1957,25,79,null,null,null,1484,2287,65,8,:null,
48285,19347,23.0,21.3,6.6,0.5,0.4,0.1,16.9,75,576,3.2,51.1,81.3,11,8,15,13,85,219,309.1,265.9,352.3,null,null,null,null,null,null,null,null,2,0,9633:1,10783,3079,29,26,32,745,16,13,20,null,null,44186,39981,48391,1356,7928,17,29,null,null,null,6613,8629,77,13,:null,
48287,16666,25.7,16.0,10.7,1.0,0.5,0.2,23.0,64,597,3.8,49.4,69.7,11,8,15,13,97,180,323.3,275.1,371.4,10,58.3,27.9,107.1,null,null,null,null,4,0,4156:1,9765,3204,34,31,37,908,21,17,25,null,null,44411,40130,48692,1279,6063,21,55,null,null,null,5868,7411,79,3,:null,
48289,16916,22.5,21.7,7.5,0.6,0.7,0.0,13.9,77,498,3.2,50.3,100.0,12,9,16,13,90,303,458.8,403.1,514.5,null,null,null,null,null,null,null,null,1,0,16786:1,9311,2933,31,28,34,749,19,15,23,85,16,43545,39045,48045,1342,6478,21,47,null,null,null,5141,6358,81,3,:null,
48291,76206,25.5,11.5,10.9,1.0,0.6,0.1,19.1,68,2150,3.1,50.9,63.2,9,7,12,182,296,1168,508.6,479.1,538.0,51,65.6,48.9,86.3,34,641.4,444.2,896.3,2,0,37953:1,13299,13523,31,29,34,3209,16,13,19,142,23,45712,40888,50536,5858,24217,24,55,8,6,10,23166,28665,81,2,:null,
48293,23634,23.9,16.3,17.3,1.0,0.5,0.0,19.9,61,1402,6.4,48.2,53.6,11,8,14,16,86,409,517.9,466.4,569.3,18,82.3,48.8,130.1,null,null,null,null,2,0,11723:1,11082,3947,31,28,33,902,16,12,19,null,null,36887,32998,40776,1867,7913,24,61,9,5,15,7165,8995,80,13,:null,
48295,3327,27.6,14.2,0.6,2.0,0.3,0.2,31.6,65,236,7.9,49.6,100.0,10,7,14,null,null,40,395.9,281.6,541.3,null,null,null,null,null,null,null,null,null,null,,7918,645,34,31,37,230,25,20,30,null,null,52256,48433,56079,151,1169,13,49,null,null,null,1061,1588,67,7,:null,
48297,11447,19.8,19.5,4.2,1.1,0.6,0.0,36.2,58,425,3.9,45.9,100.0,10,8,14,7,74,155,362.8,303.4,422.3,null,null,null,null,null,null,null,null,null,null,,9931,1638,28,25,30,412,17,13,20,null,null,41601,36690,46512,641,3848,17,46,null,null,null,2869,3812,75,14,:null,
48299,19181,15.6,32.6,0.9,0.9,0.5,0.0,8.7,88,293,1.6,51.7,45.2,13,10,17,null,null,337,390.8,340.2,441.4,null,null,null,null,null,null,null,null,2,0,9670:1,9154,2720,27,24,29,524,16,12,20,108,11,42282,37893,46671,2507,8221,30,50,null,null,null,5619,7631,74,8,:null,
48301,94,12.8,13.8,2.1,4.3,0.0,0.0,19.1,74,0,0.0,48.9,100.0,10,7,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,83:0,null,15,28,24,32,3,22,16,28,null,null,46204,40287,52121,0,27,0,null,null,null,null,32,56,57,null,:null,
48303,283910,24.2,11.0,7.1,1.1,2.2,0.1,32.6,57,6018,2.4,50.6,11.3,8,7,9,285,130,3081,420.3,405.3,435.4,172,65.5,55.7,75.3,118,599.5,491.3,707.6,102,0,2747:1,11795,46258,27,25,29,8887,13,10,15,3253,16,42978,40569,45387,33233,102910,32,48,6,5,7,106947,130585,82,43,:null,
48305,5888,27.2,15.9,2.3,1.8,0.3,0.0,46.6,50,286,5.2,50.4,56.7,11,8,15,null,null,83,425.5,337.4,529.6,null,null,null,null,null,null,null,null,null,null,,14801,1134,34,31,37,312,18,14,22,null,null,36530,32045,41015,474,2136,22,48,null,null,null,2092,2554,82,7,:null,
48307,8290,24.6,19.8,2.0,1.0,0.5,0.0,30.8,66,409,5.3,50.7,35.3,11,8,14,null,null,132,443.9,363.9,523.9,null,null,null,null,null,null,null,null,null,null,,10541,1547,34,31,37,368,18,13,22,null,null,35775,32191,39359,706,3160,22,54,null,null,null,2674,3665,73,28,:null,
48309,238564,25.1,12.5,14.3,1.1,1.6,0.1,24.2,58,9586,4.4,51.3,23.4,10,8,12,329,173,2619,399.7,384.2,415.1,173,73.8,62.8,84.8,136,816.5,679.3,953.8,86,0,2743:1,8745,40653,29,27,31,7646,12,10,15,509,23,40563,38213,42913,28380,83851,34,54,6,5,8,82432,102490,80,39,:null,
48311,690,17.0,27.1,1.9,0.0,0.7,0.0,36.2,61,23,3.3,49.1,100.0,12,9,16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,711:0,8665,92,23,20,26,25,17,13,21,null,null,46528,40699,52357,30,270,11,35,null,null,null,246,399,62,13,:null,
48313,13747,21.6,14.2,19.7,1.0,0.7,0.0,20.6,58,279,2.2,42.4,67.4,10,8,13,13,119,160,382.3,322.2,442.3,null,null,null,null,null,null,null,null,null,null,,11438,2441,38,35,41,613,20,15,24,null,null,35218,31288,39148,835,3604,23,62,null,null,null,3193,4290,74,null,:null,
48315,10507,18.9,21.8,21.8,1.0,0.5,0.0,3.8,71,80,0.8,51.0,100.0,13,10,17,14,160,229,513.2,440.5,585.8,null,null,null,null,null,null,null,null,null,null,,11165,1908,31,28,34,359,17,13,21,null,null,31922,28309,35535,1143,4667,24,32,null,null,null,3137,4021,78,4,:null,
48317,4934,30.1,12.5,1.7,0.8,0.4,0.1,44.4,52,250,5.7,49.5,100.0,9,7,12,null,null,67,481.1,371.3,613.2,null,null,null,null,null,null,null,null,null,null,,10885,826,30,27,34,266,17,13,21,null,null,46680,41117,52243,180,1545,12,29,null,null,null,1716,2056,83,25,:null,
48319,3984,20.4,25.3,0.5,0.5,0.2,0.3,22.0,77,92,2.4,50.6,100.0,11,8,15,null,null,53,317.1,228.5,428.6,null,null,null,null,null,null,null,null,null,null,,8309,728,33,30,37,227,25,19,31,null,null,39080,34433,43727,316,1631,19,49,null,null,null,1142,1632,70,null,:null,
48321,36809,26.0,14.6,11.0,1.2,2.1,0.1,39.2,47,1899,5.6,50.0,36.4,11,8,14,49,164,462,380.0,344.7,415.2,23,59.1,37.4,88.6,13,487.3,259.4,833.2,null,null,,11565,7315,34,31,37,1723,17,13,21,127,18,40778,36041,45515,3544,13461,26,58,9,6,14,11531,15103,76,13,:null,
48323,55405,33.1,10.8,0.2,1.3,0.5,0.0,95.2,3,12892,26.5,51.0,9.3,9,7,12,36,93,422,295.4,267.0,323.8,33,45.8,31.6,64.4,19,393.7,237.0,614.8,null,null,,11996,13452,46,42,49,2909,15,12,19,916,24,28502,25573,31431,4965,14749,34,1,null,null,null,14236,18755,76,null,:null,
48325,46367,25.2,13.9,2.2,1.0,0.8,0.1,50.1,46,1659,3.9,48.6,61.6,10,8,14,27,74,532,365.0,333.4,396.5,23,48.6,30.8,72.9,14,484.4,264.8,812.8,null,null,,11090,7828,30,28,32,1937,16,12,19,134,8,47191,42308,52074,3532,15350,23,42,5,3,8,14563,18311,80,11,:null,
48327,2264,18.8,27.3,0.8,1.5,0.3,0.0,35.4,63,73,3.6,50.1,100.0,12,8,15,null,null,44,493.9,339.9,693.5,null,null,null,null,null,null,null,null,null,null,,8722,505,43,39,46,131,28,22,34,null,null,30349,26711,33987,175,838,21,66,null,null,null,815,1068,76,null,:null,
48329,140308,27.4,10.9,6.3,1.1,1.4,0.1,38.8,52,6194,5.0,50.7,12.3,8,7,9,122,116,1345,359.2,339.7,378.6,75,50.9,40.0,63.8,61,564.9,432.1,725.6,19,0,7210:1,9170,24180,29,27,31,5872,15,12,18,1628,15,54996,51348,58644,12530,49534,25,43,3,2,4,55226,66225,83,66,:null,
48331,24699,26.5,17.6,9.6,1.2,0.5,0.0,24.3,64,561,2.4,50.7,56.2,12,9,16,27,135,350,410.3,366.2,454.5,18,68.1,40.4,107.7,null,null,null,null,null,null,,11844,4328,31,29,34,1061,16,12,19,null,null,38244,33721,42767,2398,9323,26,58,6,3,11,7762,10070,77,3,:null,
48333,4848,23.4,24.0,0.7,0.8,0.2,0.0,17.1,81,244,5.3,50.9,100.0,11,8,15,null,null,65,364.0,273.4,474.9,null,null,null,null,null,null,null,null,null,null,,9605,939,37,33,40,312,26,21,30,null,null,39185,34751,43619,386,1841,21,52,null,null,null,1696,1904,89,17,:null,
48335,9426,19.4,13.2,11.4,1.4,0.6,0.0,37.2,50,335,3.8,38.9,36.7,10,7,13,7,83,130,464.1,383.7,544.5,null,null,null,null,null,null,null,null,null,null,,12150,1125,28,25,31,256,14,10,17,null,null,36724,32296,41152,511,2711,19,51,null,null,null,2398,2714,88,1,:null,
48337,19710,23.1,19.8,0.6,1.2,0.4,0.0,10.3,87,278,1.5,50.9,58.9,11,8,14,5,34,392,530.9,475.6,586.2,13,71.0,37.8,121.5,null,null,null,null,1,0,19684:1,10733,3466,31,28,34,812,17,13,21,null,null,44768,40087,49449,2086,7890,26,43,null,null,null,6106,8323,73,12,:null,
48339,471734,27.3,10.8,4.4,1.0,2.3,0.1,21.4,70,20335,4.9,50.5,22.7,9,7,11,332,93,4321,327.2,317.4,337.1,210,43.2,37.4,49.1,174,543.9,463.1,624.7,76,0,6043:1,11957,71473,25,24,27,18647,14,12,16,713,17,61996,58909,65083,45334,155712,29,36,4,3,4,160103,204173,78,12,:null,
48341,21954,32.1,9.6,1.8,1.6,6.5,0.2,53.0,37,2739,14.2,48.5,16.8,9,7,12,11,73,196,361.1,310.1,412.2,13,47.5,25.3,81.2,null,null,null,null,null,null,,9363,4861,38,34,41,1218,17,13,21,88,10,45795,41226,50364,1189,6669,18,57,null,null,null,7329,9781,75,21,:null,
48343,12848,23.0,19.6,22.4,0.9,0.4,0.1,8.6,66,222,1.8,51.9,78.4,13,10,17,9,86,221,482.3,416.0,548.6,12,97.3,50.3,170.0,10,1030.9,494.4,1895.9,null,null,,10920,2044,28,25,31,439,14,10,17,null,null,35972,31749,40195,1111,5095,22,61,null,null,null,4260,4885,87,1,:null,
48345,1230,20.7,28.4,2.3,1.3,0.1,0.0,15.0,82,15,1.6,48.6,100.0,12,9,16,null,null,20,400.5,224.2,660.6,null,null,null,null,null,null,null,null,null,null,,11478,207,34,30,37,60,21,16,27,null,null,34852,30764,38940,124,415,30,64,null,null,null,303,380,80,24,:null,
48347,65466,23.2,11.8,17.7,0.9,1.3,0.1,18.2,61,2833,4.8,52.2,46.5,9,7,12,93,177,765,437.0,405.4,468.5,41,69.2,49.6,93.8,31,716.3,486.7,1016.7,11,0,5877:1,11629,12816,34,31,37,2213,14,11,17,192,19,38046,35080,41012,7212,23006,31,58,7,5,10,20884,26961,77,22,:null,
48349,48054,27.1,14.5,13.6,1.1,0.7,0.8,24.5,59,2652,6.0,50.5,52.7,10,8,13,60,150,662,431.3,397.9,464.6,30,57.7,38.9,82.3,25,679.3,439.6,1002.9,2,0,23894:1,10632,9848,36,33,38,2293,17,14,21,null,null,38057,34734,41380,4852,17299,28,60,3,2,6,15831,20080,79,10,:null,
48351,14454,22.9,16.4,20.3,0.6,0.4,0.0,3.6,74,113,0.8,48.7,100.0,11,8,15,null,null,278,553.6,486.5,620.7,null,null,null,null,null,null,null,null,null,null,,11182,2211,27,25,30,512,15,11,18,null,null,36492,32389,40595,920,5048,18,62,null,null,null,4412,5380,82,null,:null,
48353,15269,25.9,16.8,4.8,1.0,0.6,0.0,34.4,59,753,5.4,50.2,32.7,11,8,14,11,90,251,491.6,429.2,554.1,17,110.2,64.2,176.4,17,1575.5,917.8,2522.6,1,0,15250:1,10216,2558,30,27,33,581,14,11,18,null,null,34920,30861,38979,1095,5693,19,54,null,null,null,5163,6675,77,17,:null,
48355,343281,25.7,12.3,3.7,0.8,1.8,0.1,61.0,32,16085,5.1,50.9,6.4,10,8,13,448,173,3791,379.0,366.8,391.2,195,55.5,47.7,63.3,148,619.2,519.4,719.0,56,0,6078:1,11612,61189,30,27,32,10413,11,9,13,563,14,43470,40749,46191,42784,121969,35,52,6,5,7,117917,149842,79,74,:null,
48357,10530,31.9,10.3,0.4,1.6,0.4,0.0,49.7,48,1034,11.3,49.0,13.9,9,6,12,null,null,102,375.8,302.3,449.4,null,null,null,null,null,null,null,null,null,null,,9594,2221,38,34,41,699,21,16,26,null,null,52866,46870,58862,809,3735,22,51,null,null,null,3325,4384,76,54,:null,
48359,2074,34.7,12.3,3.2,0.9,0.8,0.0,12.1,82,22,1.1,49.5,100.0,10,7,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,7960,289,27,24,30,88,18,14,22,null,null,46597,40811,52383,133,697,19,20,null,null,null,695,954,73,22,:null,
48361,82487,24.9,14.1,8.7,0.6,1.1,0.1,6.4,82,523,0.7,50.4,35.2,11,8,14,74,110,1378,517.4,489.7,545.1,62,74.8,57.3,95.8,45,797.7,581.9,1067.4,2,0,40989:1,11648,12936,26,24,28,2499,12,9,14,244,20,44758,40321,49195,6896,31161,22,46,5,3,7,29601,33508,88,12,:null,
48363,28115,24.7,16.6,2.3,0.9,0.6,0.1,18.6,77,1116,4.3,51.0,50.2,11,8,14,17,76,448,464.1,419.7,508.5,22,78.0,48.9,118.0,18,839.6,497.6,1326.9,1,0,28105:1,11227,5347,33,30,36,1248,17,13,21,null,null,34574,31694,37454,2696,10737,25,51,7,4,11,9268,11358,82,4,:null,
48365,24058,24.4,15.8,16.3,0.6,0.4,0.0,8.8,73,399,1.8,50.4,72.7,11,9,15,27,141,336,418.3,372.5,464.2,15,64.4,36.0,106.2,11,766.0,382.4,1370.6,null,null,,11599,3660,26,23,29,879,15,11,18,95,14,45212,41315,49109,1539,8640,18,39,null,null,null,8009,9490,84,7,:null,
48367,118376,24.9,12.7,1.9,0.9,0.6,0.1,11.2,84,1501,1.4,49.4,56.1,11,8,14,77,82,1344,361.5,341.9,381.1,76,64.3,50.7,80.5,49,700.4,518.2,926.0,5,0,23464:1,11565,17773,25,23,27,4385,14,11,17,315,10,63584,57282,69886,11138,41579,27,31,3,2,5,41633,51025,82,11,:null,
48369,10332,30.5,12.0,1.1,1.6,0.5,0.3,60.6,37,1134,12.2,48.7,60.0,10,7,13,8,109,85,297.7,237.5,368.6,null,null,null,null,null,null,null,null,null,null,,13095,2345,40,37,44,682,20,16,25,null,null,39195,34540,43850,929,3359,28,30,null,null,null,3438,4515,76,57,:null,
48371,15716,24.9,12.1,3.5,1.1,0.8,0.0,67.5,28,1614,11.3,43.7,39.8,9,7,12,6,44,153,327.5,275.2,379.7,null,null,null,null,null,null,null,null,null,null,,9575,2732,34,31,37,711,18,14,22,null,null,42984,38081,47887,915,4774,19,54,null,null,null,5034,5911,85,41,:null,
48373,45725,21.1,19.0,11.4,2.1,0.6,0.1,13.5,72,1332,3.1,46.6,77.6,12,9,15,58,146,983,578.1,540.0,616.3,45,118.2,86.2,158.1,32,1092.9,747.5,1542.8,1,0,45481:1,9489,8036,34,32,37,1750,18,14,21,180,30,37665,33411,41919,4242,16842,25,57,9,6,13,12024,15679,77,3,:null,
48375,122285,28.0,10.9,9.8,1.3,4.1,0.1,36.0,48,8028,7.3,48.8,9.0,10,8,11,292,305,1621,492.6,468.4,516.8,149,111.9,94.0,129.9,114,1074.5,877.2,1271.7,28,0,4337:1,10340,25365,37,34,40,5411,16,12,19,795,20,35690,32621,38759,13789,41768,33,63,8,6,10,41317,53837,77,45,:null,
48377,7761,28.4,18.3,0.6,1.2,1.1,0.0,83.7,14,1812,25.3,50.7,40.5,10,7,13,null,null,51,183.8,135.5,243.7,null,null,null,null,null,null,null,null,null,null,,5832,1980,47,43,51,507,21,16,26,null,null,31297,27423,35171,565,2735,21,46,null,null,null,1864,2970,63,16,:null,
48379,11059,21.4,21.3,2.6,1.3,0.6,0.0,8.4,86,123,1.2,49.9,93.2,11,8,15,null,null,175,385.5,324.1,446.9,null,null,null,null,null,null,null,null,2,0,5469:1,10257,2116,34,31,37,455,18,14,22,null,null,40595,35687,45503,889,4079,22,48,null,null,null,3631,4762,76,2,:null,
48381,123351,24.6,12.5,2.6,0.9,1.6,0.1,17.6,76,1542,1.4,51.3,14.4,9,8,11,35,37,1188,328.6,309.7,347.5,77,65.5,51.7,81.9,58,765.1,580.9,989.0,7,0,17319:1,10124,17897,24,22,26,4452,14,11,17,999,16,57402,53468,61336,12552,46735,27,31,3,2,4,50919,60565,84,12,:null,
48383,3390,30.4,10.4,1.9,1.0,0.4,0.0,62.4,35,346,11.2,48.2,13.3,9,7,13,null,null,43,448.9,323.5,606.8,null,null,null,null,null,null,null,null,null,null,,11218,782,39,36,42,242,23,17,28,null,null,47493,43411,51575,118,1144,10,42,null,null,null,1322,1629,81,59,:null,
48385,3426,19.8,25.3,0.8,1.5,0.2,0.4,26.5,70,127,4.0,50.4,100.0,13,9,16,null,null,58,398.8,287.4,539.1,null,null,null,null,null,null,null,null,null,null,,8923,689,39,35,42,153,22,17,27,null,null,30499,27075,33923,362,1334,27,58,null,null,null,665,1035,64,2,:null,
48387,12703,21.0,21.7,17.2,1.1,0.3,0.0,7.0,73,268,2.2,51.4,75.7,12,9,16,6,52,284,572.2,501.6,642.8,13,115.1,61.3,196.9,10,1319.3,632.6,2426.2,null,null,,13095,2038,28,25,31,391,14,10,17,null,null,32615,28716,36514,996,5180,19,56,null,null,null,3716,4899,76,null,:null,
48389,13757,22.4,12.1,5.0,0.7,1.0,0.1,74.0,20,1504,12.0,39.9,14.5,11,8,14,23,253,167,423.3,359.0,487.7,11,89.1,44.5,159.5,null,null,null,null,null,null,,8813,2125,36,32,39,501,15,12,19,null,null,32839,28833,36845,775,3557,22,64,null,null,null,3733,4897,76,23,:null,
48391,7291,23.4,19.9,5.8,0.8,0.7,0.0,48.1,44,185,2.7,50.2,60.7,11,8,15,null,null,122,455.0,370.8,539.2,null,null,null,null,null,null,null,null,null,null,,11002,1157,28,25,31,276,15,11,18,null,null,38470,34484,42456,494,2729,18,48,null,null,null,2116,2771,76,null,:null,
48393,816,25.7,17.4,0.6,0.9,0.4,0.0,11.0,86,2,0.2,51.8,100.0,10,7,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,924:0,8386,116,21,19,24,44,17,13,21,null,null,59699,52241,67157,59,330,18,18,null,null,null,347,432,80,42,:null,
48395,16740,25.5,16.7,21.1,1.0,0.8,0.0,19.4,57,680,4.4,50.6,73.9,12,9,15,20,155,271,488.1,428.0,548.2,11,64.1,32.0,114.7,null,null,null,null,null,null,,10721,3020,32,29,35,749,17,13,21,null,null,38073,33620,42526,1756,5971,29,59,null,null,null,4534,6220,73,12,:null,
48397,81290,29.1,10.0,5.9,0.8,2.6,0.1,16.6,73,2403,3.4,50.8,16.0,9,6,11,43,66,523,246.2,224.9,267.6,27,29.8,19.7,43.4,23,488.9,309.9,733.7,21,0,3762:1,11378,10182,22,19,24,3071,13,10,15,112,11,84763,77291,92235,7453,25717,29,23,2,1,4,29342,36382,81,29,:null,
48399,10524,24.9,19.6,1.7,1.2,0.6,0.0,33.3,64,230,2.3,50.5,40.8,11,8,15,null,null,176,458.0,388.2,527.8,null,null,null,null,null,null,null,null,null,null,,10903,1842,32,29,35,452,17,12,21,null,null,34515,30850,38180,631,3886,16,44,null,null,null,3879,4519,86,38,:null,
48401,53759,23.3,14.1,17.5,0.9,0.5,0.1,15.2,65,1657,3.4,47.2,65.9,11,8,14,94,232,744,439.9,407.8,471.9,25,51.0,33.0,75.4,20,573.2,350.1,885.3,1,0,53394:1,12456,8545,30,27,32,2092,16,13,20,211,16,41840,37328,46352,3493,17994,19,54,6,4,9,18586,21062,88,7,:null,
48403,10740,19.3,27.5,7.2,0.7,0.3,0.0,3.5,87,79,0.8,51.1,100.0,12,9,16,10,113,235,500.1,427.0,573.2,11,131.3,65.5,234.9,null,null,null,null,null,null,,10522,1666,29,26,32,369,17,13,20,null,null,34605,30411,38799,874,4491,19,42,null,null,null,2377,2979,80,null,:null,
48405,8874,21.1,22.9,22.9,0.6,0.4,0.0,6.6,69,45,0.5,51.1,100.0,13,10,17,10,137,226,666.3,570.4,762.1,null,null,null,null,null,null,null,null,null,null,,10713,1547,32,28,35,330,17,13,21,null,null,32543,28513,36573,987,3581,28,83,null,null,null,2134,2767,77,null,:null,
48407,26801,23.9,17.4,10.1,0.9,0.5,0.0,11.8,76,434,1.8,50.0,100.0,11,8,15,20,94,487,487.0,441.3,532.7,14,55.2,30.2,92.6,null,null,null,null,2,0,13233:1,13307,5038,33,30,36,1304,20,15,24,null,null,41650,37122,46178,1729,8980,19,61,9,5,15,7465,9336,80,1,:null,
48409,64726,27.9,13.4,1.6,0.9,0.9,0.1,54.9,41,2434,4.0,50.5,19.7,11,8,14,39,73,806,398.0,370.3,425.8,43,57.3,41.5,77.2,36,688.7,482.4,953.5,2,0,32310:1,12850,10697,28,26,31,2110,11,9,14,null,null,45965,41311,50619,6177,22453,28,55,3,2,6,21020,27232,77,8,:null,
48411,6023,20.9,19.4,3.5,1.1,0.2,0.0,28.4,67,107,1.9,45.0,49.4,11,8,15,null,null,82,385.7,303.4,483.5,null,null,null,null,null,null,null,null,null,null,,9571,1146,37,33,41,255,19,15,24,null,6,35978,32089,39867,502,2133,24,54,null,null,null,1656,2406,69,null,:null,
48413,3309,29.2,13.5,1.1,0.6,0.3,0.0,48.4,50,109,3.6,49.8,100.0,10,8,14,null,null,29,256.4,170.3,370.5,null,null,null,null,null,null,null,null,null,null,,14101,743,39,35,42,270,24,17,30,null,null,41533,36451,46615,163,1000,16,20,null,null,null,1125,1447,78,15,:null,
48415,16919,24.8,14.0,4.6,1.1,0.6,0.1,37.0,57,655,4.2,46.6,31.7,9,7,12,8,59,228,435.9,378.7,493.1,11,66.3,33.1,118.7,null,null,null,null,null,null,,10991,2639,30,27,33,699,16,12,20,518,15,45907,40461,51353,1361,6039,23,45,null,null,null,5912,7038,84,null,:null,
48417,3318,24.2,17.1,0.9,0.7,0.3,0.0,10.5,87,52,1.7,51.4,100.0,10,8,14,null,null,42,329.8,236.7,447.4,null,null,null,null,null,null,null,null,null,null,,11440,626,32,29,35,192,22,17,27,null,null,42976,37736,48216,255,1265,20,42,null,null,null,1175,1473,80,34,:null,
48419,25772,26.9,15.4,17.2,0.9,0.4,0.0,17.1,64,1343,5.7,50.4,79.4,11,8,14,34,160,468,562.8,510.7,614.9,24,88.6,56.7,131.8,14,709.9,388.1,1191.2,1,0,25458:1,11773,5356,36,33,39,1290,19,14,23,null,null,36677,32683,40671,2203,9778,23,61,9,5,15,7429,10130,73,9,:null,
48421,3040,28.9,13.7,0.6,1.1,0.5,0.0,40.6,57,263,9.4,48.8,100.0,9,7,13,null,null,27,312.1,205.7,454.1,null,null,null,null,null,null,null,null,null,null,,9201,666,39,36,42,286,30,24,36,null,null,44699,39187,50211,154,1015,15,40,null,null,null,944,1284,74,38,:null,
48423,213381,25.5,14.4,17.6,0.8,1.4,0.1,17.9,62,8079,4.2,51.6,31.6,10,8,11,286,173,2384,374.3,359.1,389.5,135,64.1,53.3,74.9,100,689.2,554.1,824.3,51,0,4127:1,11351,39134,32,29,34,9908,18,15,21,2545,18,44261,41210,47312,23836,77934,31,52,5,4,7,73620,91262,81,13,:null,
48425,8451,25.3,15.7,1.1,1.2,0.8,0.1,19.3,77,125,1.6,51.1,100.0,10,7,14,null,null,116,416.5,338.7,494.2,null,null,null,null,null,null,null,null,1,0,8506:1,9974,1328,27,24,30,447,19,15,23,null,null,52134,46528,57740,790,3146,25,40,null,null,null,3145,3434,92,10,:null,
48427,61715,33.8,10.5,0.1,0.3,0.3,0.0,95.6,4,16220,29.6,51.6,23.7,9,6,12,31,69,529,338.9,309.8,368.0,54,65.4,49.1,85.3,36,618.1,432.9,855.8,1,0,61234:1,14778,16001,48,45,51,3520,16,13,20,null,null,24537,22006,27068,4009,15571,26,33,8,6,11,14313,19877,72,null,:null,
48429,9548,23.4,18.1,2.3,0.9,0.5,0.0,21.3,75,352,3.9,48.3,39.4,10,7,13,12,151,164,490.5,413.2,567.7,null,null,null,null,null,null,null,null,null,null,,12025,1777,35,32,38,444,19,14,23,null,null,37167,32932,41402,877,3598,24,55,null,null,null,3070,3865,79,23,:null,
48431,1158,23.9,15.5,1.6,2.6,0.1,0.0,32.9,63,86,7.7,49.3,100.0,10,7,14,null,null,23,656.6,411.5,994.0,null,null,null,null,null,null,null,null,null,null,,10767,201,30,27,33,64,22,17,28,null,null,50943,44653,57233,100,424,24,40,null,null,null,347,501,69,47,:null,
48433,1472,22.0,24.9,3.1,1.4,0.8,0.0,15.6,79,7,0.5,51.9,100.0,12,9,15,null,null,20,372.4,220.7,588.6,null,null,null,null,null,null,null,null,null,null,,12951,246,31,27,34,84,24,18,30,null,null,37513,33206,41820,80,600,13,40,null,null,null,486,647,75,41,:null,
48435,4007,26.0,14.5,0.2,0.8,0.3,0.0,60.1,39,426,10.7,50.6,18.8,10,7,13,null,null,39,288.9,204.5,396.6,null,null,null,null,null,null,null,null,null,null,,13280,816,34,31,37,239,20,15,24,null,null,53501,46899,60103,159,1382,12,41,null,null,null,1429,1864,77,null,:null,
48437,7801,25.8,16.9,7.2,1.3,0.3,0.1,41.2,50,349,4.8,46.9,37.6,11,8,14,null,null,81,328.8,259.5,410.9,null,null,null,null,null,null,null,null,null,null,,10394,1310,34,30,37,356,17,13,21,null,null,35736,31640,39832,583,2612,22,60,null,null,null,2243,2824,79,36,:null,
48439,1849815,27.8,9.1,14.6,0.9,4.8,0.2,27.3,51,119123,7.3,50.9,1.3,8,7,9,3561,252,16362,348.6,343.2,354.1,1245,62.9,59.4,66.4,1073,776.6,730.1,823.0,341,0,5328:1,11668,318358,28,27,29,75824,14,13,16,4119,17,52882,51419,54345,217607,643917,34,45,5,5,6,698494,848225,82,56,:null,
48441,132755,24.4,13.2,7.1,1.0,1.7,0.1,22.6,66,2574,2.1,51.4,16.0,9,7,12,138,133,1663,441.1,419.7,462.6,97,76.1,61.7,92.8,85,851.2,679.9,1052.5,22,0,5995:1,9819,22407,28,26,31,4293,13,10,16,387,20,40718,37005,44431,14165,49439,29,46,5,3,6,50521,61723,82,25,:null,
48443,960,20.1,23.3,0.7,2.4,0.5,0.0,46.8,50,38,4.4,48.2,100.0,10,8,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,7942,188,33,30,37,59,25,19,31,null,null,39260,34465,44055,66,421,16,33,null,null,null,342,413,83,49,:null,
